,TF,Target,Label
740,196,645,1
741,196,906,1
742,196,1022,1
743,196,189,1
744,196,402,1
745,196,1032,1
746,196,242,1
747,196,944,1
748,196,889,1
749,198,192,1
750,201,402,1
751,201,713,1
752,201,867,1
753,201,989,1
754,203,1090,1
755,203,812,1
756,204,460,1
757,204,1072,1
758,204,987,1
759,204,292,1
760,204,185,1
761,204,362,1
762,204,17,1
763,204,393,1
764,209,868,1
765,209,214,1
766,209,617,1
767,209,691,1
768,210,935,1
769,210,81,1
770,210,746,1
771,210,1102,1
772,210,881,1
773,210,238,1
774,212,125,1
775,212,655,1
776,212,460,1
777,212,499,1
778,212,789,1
779,212,987,1
780,212,495,1
781,212,532,1
782,212,922,1
783,214,209,1
784,214,868,1
785,214,852,1
786,214,588,1
787,214,1023,1
788,217,528,1
789,217,79,1
790,217,823,1
791,217,403,1
792,217,85,1
793,217,987,1
794,217,589,1
795,217,833,1
796,217,980,1
797,217,837,1
798,217,745,1
799,217,575,1
800,217,407,1
801,218,764,1
802,218,896,1
803,218,1081,1
804,218,65,1
805,218,481,1
806,218,681,1
807,218,280,1
808,218,402,1
809,218,4,1
810,221,917,1
811,221,851,1
812,221,177,1
813,221,640,1
814,221,987,1
815,221,459,1
816,221,1022,1
817,221,167,1
818,221,901,1
819,221,171,1
820,221,460,1
821,221,364,1
822,221,4,1
823,221,21,1
824,221,495,1
825,221,1058,1
826,221,286,1
827,221,411,1
828,221,118,1
829,221,288,1
830,221,989,1
831,221,1032,1
832,221,280,1
833,223,966,1
834,223,729,1
835,225,445,1
836,225,680,1
837,225,998,1
838,225,460,1
839,225,917,1
840,225,21,1
841,225,1079,1
842,225,1061,1
843,225,247,1
844,225,245,1
845,225,532,1
846,225,555,1
847,225,1119,1
848,235,328,1
849,235,533,1
850,236,867,1
851,236,361,1
852,236,514,1
853,236,149,1
854,238,1057,1
855,238,1102,1
856,238,1067,1
857,238,881,1
858,238,63,1
859,238,81,1
860,242,1008,1
861,242,764,1
862,242,1032,1
863,242,196,1
864,242,387,1
865,242,1064,1
866,242,645,1
867,242,917,1
868,242,34,1
869,242,929,1
870,242,1119,1
871,242,24,1
872,242,944,1
873,242,555,1
874,245,944,1
875,245,989,1
876,245,1022,1
877,245,21,1
878,245,917,1
879,245,34,1
880,245,976,1
881,245,1081,1
882,245,1032,1
883,245,555,1
884,245,1008,1
885,245,764,1
886,245,24,1
887,245,54,1
888,245,292,1
889,245,889,1
890,245,598,1
891,245,196,1
892,245,247,1
893,245,1072,1
894,245,998,1
895,247,409,1
896,247,502,1
897,247,812,1
898,247,705,1
899,247,898,1
900,247,673,1
901,247,24,1
902,247,867,1
903,247,640,1
904,247,689,1
905,247,225,1
906,247,118,1
907,247,782,1
908,247,536,1
909,247,1061,1
910,247,292,1
911,247,1032,1
912,249,354,1
913,249,867,1
914,249,597,1
915,249,749,1
916,249,235,1
917,249,1105,1
918,249,533,1
919,250,329,1
920,250,475,1
921,250,966,1
922,253,273,1
923,253,774,1
924,255,772,1
925,258,1043,1
926,258,1022,1
927,258,648,1
928,258,460,1
929,258,179,1
930,260,296,1
931,260,867,1
932,260,865,1
933,260,1111,1
934,260,723,1
935,260,1018,1
936,260,444,1
937,260,922,1
938,260,72,1
939,265,378,1
940,265,918,1
941,265,548,1
942,265,385,1
943,265,510,1
944,268,1022,1
945,268,328,1
946,269,370,1
947,269,515,1
948,269,754,1
949,269,967,1
950,269,736,1
951,269,582,1
952,269,881,1
953,269,1065,1
954,269,182,1
955,269,691,1
956,269,81,1
957,269,928,1
958,269,99,1
959,269,305,1
960,269,430,1
961,269,328,1
962,269,995,1
963,269,1079,1
964,269,629,1
965,269,95,1
966,270,648,1
967,270,279,1
968,270,756,1
969,270,479,1
970,272,32,1
971,272,881,1
972,272,623,1
973,272,71,1
974,273,524,1
975,273,253,1
976,273,1090,1
977,273,941,1
978,273,356,1
979,273,74,1
980,273,880,1
981,273,21,1
982,273,393,1
983,273,917,1
984,279,977,1
985,279,479,1
986,279,898,1
987,279,24,1
988,279,269,1
989,279,2,1
990,279,328,1
991,279,926,1
992,279,1065,1
993,279,928,1
994,279,985,1
995,279,538,1
996,279,1033,1
997,280,961,1
998,280,928,1
999,280,221,1
1000,280,987,1
1001,280,948,1
1002,280,292,1
1003,280,118,1
1004,280,352,1
1005,280,816,1
1006,280,674,1
1007,280,629,1
1008,280,1043,1
1009,280,423,1
1010,280,989,1
1011,280,611,1
1012,280,976,1
1013,280,286,1
1014,280,589,1
1015,280,435,1
1016,280,648,1
1017,280,171,1
1018,280,446,1
1019,280,288,1
1020,286,288,1
1021,286,1022,1
1022,286,987,1
1023,286,185,1
1024,286,961,1
1025,286,34,1
1026,286,495,1
1027,286,948,1
1028,286,221,1
1029,286,976,1
1030,286,501,1
1031,286,589,1
1032,286,328,1
1033,286,628,1
1034,286,737,1
1035,286,280,1
1036,287,736,1
1037,287,260,1
1038,287,95,1
1039,287,1111,1
1040,287,1018,1
1041,287,1097,1
1042,287,24,1
1043,287,944,1
1044,287,976,1
1045,287,922,1
1046,287,874,1
1047,287,296,1
1048,287,865,1
1049,287,1004,1
1050,287,723,1
1051,287,867,1
1052,287,846,1
1053,287,482,1
1054,290,751,1
1055,292,648,1
1056,292,118,1
1057,292,1061,1
1058,292,177,1
1059,292,280,1
1060,292,734,1
1061,292,628,1
1062,292,435,1
1063,292,1018,1
1064,292,369,1
1065,292,287,1
1066,292,185,1
1067,292,1032,1
1068,292,446,1
1069,292,655,1
1070,292,460,1
1071,292,1003,1
1072,292,475,1
1073,292,976,1
1074,292,329,1
1075,292,653,1
1076,292,898,1
1077,292,782,1
1078,292,167,1
1079,292,116,1
1080,292,24,1
1081,292,4,1
1082,292,364,1
1083,292,484,1
1084,292,514,1
1085,292,640,1
1086,292,878,1
1087,292,1022,1
1088,292,204,1
1089,292,673,1
1090,292,501,1
1091,292,171,1
1092,292,1004,1
1093,292,548,1
1094,292,645,1
1095,292,1119,1
1096,292,482,1
1097,292,998,1
1098,292,589,1
1099,292,948,1
1100,292,466,1
1101,292,775,1
1102,292,495,1
1103,292,393,1
1104,292,232,1
1105,293,21,1
1106,293,582,1
1107,296,953,1
1108,296,374,1
1109,296,865,1
1110,296,72,1
1111,296,487,1
1112,296,77,1
1113,296,548,1
1114,296,510,1
1115,296,717,1
1116,296,902,1
1117,296,287,1
1118,296,867,1
1119,296,609,1
1120,298,402,1
1121,298,703,1
1122,298,812,1
1123,298,588,1
1124,302,1094,1
1125,302,1079,1
1126,302,759,1
1127,305,653,1
1128,305,385,1
1129,305,402,1
1130,305,918,1
1131,305,269,1
1132,305,869,1
1133,305,378,1
1134,308,597,1
1135,308,249,1
1136,308,176,1
1137,308,354,1
1138,312,1073,1
1139,312,928,1
1140,312,867,1
1141,314,418,1
1142,314,334,1
1143,314,983,1
1144,314,393,1
1145,314,94,1
1146,319,757,1
1147,319,713,1
1148,319,416,1
1149,319,648,1
1150,319,743,1
1151,319,940,1
1152,319,1033,1
1153,319,812,1
1154,320,887,1
1155,320,1079,1
1156,320,867,1
1157,320,966,1
1158,320,370,1
1159,324,919,1
1160,324,527,1
1161,324,908,1
1162,324,455,1
1163,324,362,1
1164,325,883,1
1165,325,1116,1
1166,325,1069,1
1167,325,671,1
1168,325,1100,1
1169,325,207,1
1170,325,604,1
1171,325,39,1
1172,325,82,1
1173,325,539,1
1174,325,925,1
1175,325,708,1
1176,327,775,1
1177,327,1101,1
1178,327,648,1
1179,327,428,1
1180,328,460,1
1181,328,934,1
1182,328,71,1
1183,328,428,1
1184,328,648,1
1185,328,785,1
1186,328,533,1
1187,328,148,1
1188,328,288,1
1189,328,611,1
1190,328,280,1
1191,328,867,1
1192,328,685,1
1193,328,249,1
1194,328,24,1
1195,328,1065,1
1196,328,987,1
1197,328,865,1
1198,328,423,1
1199,328,1079,1
1200,328,501,1
1201,328,589,1
1202,328,274,1
1203,328,519,1
1204,328,1033,1
1205,328,235,1
1206,328,292,1
1207,328,834,1
1208,329,443,1
1209,329,123,1
1210,329,475,1
1211,329,48,1
1212,329,617,1
1213,329,995,1
1214,329,868,1
1215,329,917,1
1216,329,1033,1
1217,329,654,1
1218,329,582,1
1219,329,223,1
1220,329,364,1
1221,329,846,1
1222,334,107,1
1223,334,1117,1
1224,334,846,1
1225,334,314,1
1226,334,983,1
1227,334,55,1
1228,334,83,1
1229,334,393,1
1230,339,1098,1
1231,339,451,1
1232,342,867,1
1233,342,370,1
1234,342,402,1
1235,342,430,1
1236,343,574,1
1237,343,588,1
1238,346,589,1
1239,346,629,1
1240,346,83,1
1241,346,1099,1
1242,346,468,1
1243,346,842,1
1244,346,987,1
1245,346,85,1
1246,348,155,1
1247,349,717,1
1248,349,655,1
1249,349,34,1
1250,349,1072,1
1251,349,487,1
1252,349,292,1
1253,349,976,1
1254,350,480,1
1255,350,185,1
1256,350,589,1
1257,350,501,1
1258,350,355,1
1259,350,362,1
1260,350,105,1
1261,352,629,1
1262,352,648,1
1263,352,280,1
1264,354,1105,1
1265,354,1001,1
1266,354,597,1
1267,354,308,1
1268,355,105,1
1269,355,480,1
1270,355,987,1
1271,355,160,1
1272,356,273,1
1273,356,253,1
1274,356,648,1
1275,356,393,1
1276,356,880,1
1277,356,1090,1
1278,358,823,1
1279,358,867,1
1280,361,653,1
1281,361,830,1
1282,361,590,1
1283,361,898,1
1284,361,207,1
1285,361,926,1
1286,361,26,1
1287,361,279,1
1288,361,763,1
1289,361,236,1
1290,361,867,1
1291,361,477,1
1292,362,495,1
1293,362,680,1
1294,362,350,1
1295,362,912,1
1296,362,589,1
1297,362,987,1
1298,362,648,1
1299,362,527,1
1300,362,1061,1
1301,362,185,1
1302,362,204,1
1303,362,611,1
1304,362,455,1
1305,362,324,1
1306,362,116,1
1307,362,160,1
1308,362,532,1
1309,362,460,1
1310,363,764,1
1311,364,288,1
1312,364,654,1
1313,364,34,1
1314,364,4,1
1315,364,1117,1
1316,364,460,1
1317,364,185,1
1318,364,852,1
1319,364,1003,1
1320,364,987,1
1321,364,848,1
1322,364,976,1
1323,364,648,1
1324,364,280,1
1325,364,446,1
1326,364,816,1
1327,364,640,1
1328,364,1033,1
1329,364,393,1
1330,364,536,1
1331,364,611,1
1332,364,286,1
1333,364,1000,1
1334,364,961,1
1335,364,426,1
1336,364,495,1
1337,367,510,1
1338,367,548,1
1339,367,717,1
1340,367,609,1
1341,367,349,1
1342,367,1066,1
1343,367,321,1
1344,367,953,1
1345,369,1004,1
1346,369,1066,1
1347,369,34,1
1348,369,640,1
1349,369,917,1
1350,369,567,1
1351,369,118,1
1352,369,163,1
1353,369,996,1
1354,369,654,1
1355,369,177,1
1356,369,2,1
1357,369,765,1
1358,370,342,1
1359,370,782,1
1360,370,74,1
1361,370,754,1
1362,370,402,1
1363,370,24,1
1364,370,274,1
1365,370,866,1
1366,374,717,1
1367,374,961,1
1368,374,367,1
1369,374,673,1
1370,374,515,1
1371,374,296,1
1372,374,1097,1
1373,374,609,1
1374,374,1067,1
1375,374,902,1
1376,374,953,1
1377,374,782,1
1378,377,446,1
1379,379,443,1
1380,379,951,1
1381,384,930,1
1382,385,867,1
1383,385,1015,1
1384,385,1091,1
1385,385,1058,1
1386,385,265,1
1387,385,869,1
1388,385,918,1
1389,386,1055,1
1390,386,908,1
1391,387,242,1
1392,390,641,1
1393,390,79,1
1394,390,1095,1
1395,392,576,1
1396,392,319,1
1397,392,416,1
1398,392,2,1
1399,392,1002,1
1400,393,729,1
1401,393,1061,1
1402,393,917,1
1403,393,1072,1
1404,393,356,1
1405,393,983,1
1406,393,352,1
1407,393,24,1
1408,393,869,1
1409,393,55,1
1410,393,986,1
1411,393,362,1
1412,393,846,1
1413,393,460,1
1414,393,976,1
1415,393,655,1
1416,393,280,1
1417,393,912,1
1418,393,364,1
1419,393,1003,1
1420,393,334,1
1421,393,185,1
1422,393,898,1
1423,393,524,1
1424,393,107,1
1425,393,445,1
1426,401,902,1
1427,401,77,1
1428,401,874,1
1429,401,374,1
1430,402,1010,1
1431,402,705,1
1432,402,691,1
1433,402,123,1
1434,402,898,1
1435,402,1113,1
1436,402,1081,1
1437,402,917,1
1438,402,578,1
1439,402,305,1
1440,402,782,1
1441,402,370,1
1442,402,727,1
1443,402,214,1
1444,402,446,1
1445,402,502,1
1446,402,21,1
1447,402,482,1
1448,402,617,1
1449,402,201,1
1450,402,867,1
1451,402,481,1
1452,402,342,1
1453,402,868,1
1454,403,1042,1
1455,403,745,1
1456,403,603,1
1457,403,772,1
1458,407,79,1
1459,407,85,1
1460,407,994,1
1461,407,217,1
1462,407,1065,1
1463,407,495,1
1464,407,745,1
1465,407,575,1
1466,407,772,1
1467,407,460,1
1468,407,634,1
1469,407,1042,1
1470,407,961,1
1471,409,1022,1
1472,409,628,1
1473,409,1072,1
1474,409,743,1
1475,409,929,1
1476,409,1032,1
1477,409,764,1
1478,409,34,1
1479,409,737,1
1480,409,645,1
1481,409,1064,1
1482,409,416,1
1483,409,944,1
1484,409,889,1
1485,409,189,1
1486,409,393,1
1487,409,559,1
1488,411,536,1
1489,411,917,1
1490,411,459,1
1491,411,976,1
1492,411,1003,1
1493,411,817,1
1494,411,1004,1
1495,411,989,1
1496,411,1032,1
1497,411,369,1
1498,411,654,1
1499,411,765,1
1500,411,177,1
1501,415,258,1
1502,415,103,1
1503,415,495,1
1504,415,280,1
1505,415,532,1
1506,415,4,1
1507,415,648,1
1508,415,611,1
1509,415,1030,1
1510,416,519,1
1511,416,392,1
1512,416,691,1
1513,416,883,1
1514,416,409,1
1515,416,576,1
1516,416,2,1
1517,416,787,1
1518,417,522,1
1519,417,947,1
1520,418,649,1
1521,418,426,1
1522,418,314,1
1523,423,551,1
1524,423,819,1
1525,423,21,1
1526,423,764,1
1527,423,951,1
1528,423,898,1
1529,423,1002,1
1530,423,328,1
1531,423,617,1
1532,423,774,1
1533,423,966,1
1534,423,292,1
1535,423,648,1
1536,423,976,1
1537,423,726,1
1538,423,615,1
1539,425,217,1
1540,425,85,1
1541,425,920,1
1542,425,979,1
1543,425,1042,1
1544,425,460,1
1545,425,772,1
1546,425,837,1
1547,425,912,1
1548,425,407,1
1549,425,823,1
1550,425,641,1
1551,425,547,1
1552,425,528,1
1553,425,589,1
1554,425,980,1
1555,426,55,1
1556,426,509,1
1557,426,532,1
1558,426,680,1
1559,426,364,1
1560,426,848,1
1561,426,589,1
1562,426,500,1
1563,426,867,1
1564,426,987,1
1565,426,640,1
1566,426,495,1
1567,426,460,1
1568,426,477,1
1569,426,185,1
1570,428,86,1
1571,428,633,1
1572,428,605,1
1573,428,887,1
1574,428,71,1
1575,428,461,1
1576,428,389,1
1577,428,328,1
1578,428,561,1
1579,428,1079,1
1580,428,928,1
1581,428,775,1
1582,430,274,1
1583,430,269,1
1584,430,754,1
1585,430,866,1
1586,434,732,1
1587,435,4,1
1588,435,611,1
1589,435,961,1
1590,435,1022,1
1591,435,648,1
1592,435,816,1
1593,435,280,1
1594,435,364,1
1595,435,288,1
1596,435,185,1
1597,435,292,1
1598,435,495,1
1599,435,286,1
1600,435,118,1
1601,437,111,1
1602,439,736,1
1603,443,95,1
1604,443,1081,1
1605,443,393,1
1606,443,691,1
1607,443,989,1
1608,443,48,1
1609,443,715,1
1610,443,475,1
1611,443,21,1
1612,443,1033,1
1613,443,867,1
1614,443,846,1
1615,443,812,1
1616,443,1003,1
1617,443,111,1
1618,443,624,1
1619,443,628,1
1620,443,755,1
1621,443,898,1
1622,444,260,1
1623,444,1004,1
1624,444,865,1
1625,444,723,1
1626,444,1018,1
1627,444,296,1
1628,445,362,1
1629,445,987,1
1630,445,501,1
1631,445,912,1
1632,445,1055,1
1633,445,680,1
1634,445,350,1
1635,445,292,1
1636,445,908,1
1637,445,1061,1
1638,445,185,1
1639,445,976,1
