,TF,Target,Label
138,101,121,1
139,101,251,1
140,101,111,1
141,101,493,1
142,101,323,1
143,111,69,1
144,111,494,1
145,111,674,1
146,111,65,1
147,112,146,1
148,112,606,1
149,117,650,1
150,119,412,1
151,127,454,1
152,127,67,1
153,128,540,1
154,134,606,1
155,134,336,1
156,134,415,1
157,139,696,1
158,139,344,1
159,139,685,1
160,139,445,1
161,140,353,1
162,140,569,1
163,141,479,1
164,141,681,1
165,141,142,1
166,141,207,1
167,141,443,1
168,141,368,1
169,141,227,1
170,141,455,1
171,141,608,1
172,141,558,1
173,141,83,1
174,141,84,1
175,141,153,1
176,141,257,1
177,141,647,1
178,141,636,1
179,141,689,1
180,141,305,1
181,141,385,1
182,141,103,1
183,141,497,1
184,141,353,1
185,141,234,1
186,141,1,1
187,146,623,1
188,146,535,1
189,147,298,1
190,152,457,1
191,154,224,1
192,154,352,1
193,154,635,1
194,154,576,1
195,154,98,1
196,159,412,1
197,160,431,1
198,160,245,1
199,160,588,1
200,160,97,1
201,177,579,1
202,177,687,1
203,177,57,1
204,177,472,1
205,177,519,1
206,177,563,1
207,177,649,1
208,177,297,1
209,178,227,1
210,178,606,1
211,178,638,1
212,178,659,1
213,188,229,1
214,190,498,1
215,190,366,1
216,195,639,1
217,195,320,1
218,195,38,1
219,213,95,1
220,213,681,1
221,213,334,1
222,213,142,1
223,213,207,1
224,213,455,1
225,213,151,1
226,213,141,1
227,213,149,1
228,213,325,1
229,213,70,1
230,213,479,1
231,213,171,1
232,213,103,1
233,213,458,1
234,213,511,1
235,213,451,1
236,213,385,1
237,213,82,1
238,213,297,1
239,213,647,1
240,213,14,1
241,213,368,1
242,213,83,1
243,226,629,1
244,226,483,1
245,226,510,1
246,229,571,1
247,229,13,1
248,229,198,1
249,229,588,1
250,231,1,1
251,231,636,1
252,231,70,1
253,231,682,1
254,231,353,1
255,231,644,1
256,231,642,1
257,238,587,1
258,238,690,1
259,238,569,1
260,239,81,1
261,239,383,1
262,239,336,1
263,239,699,1
264,239,171,1
265,239,601,1
266,239,124,1
267,239,215,1
268,244,97,1
269,244,323,1
270,244,421,1
271,244,317,1
272,249,442,1
273,249,343,1
274,251,343,1
275,251,291,1
276,251,101,1
277,251,323,1
278,251,391,1
279,251,99,1
280,251,97,1
281,251,384,1
282,267,493,1
283,267,606,1
284,284,666,1
285,291,251,1
286,291,111,1
287,291,671,1
288,291,493,1
289,296,49,1
290,296,69,1
291,296,654,1
292,296,479,1
293,305,681,1
294,305,207,1
295,305,689,1
296,305,479,1
297,305,579,1
298,305,11,1
299,305,642,1
300,305,608,1
301,305,171,1
302,305,518,1
303,305,62,1
304,305,504,1
305,305,1,1
306,305,84,1
307,305,81,1
308,305,37,1
309,305,153,1
310,305,458,1
311,305,368,1
312,305,647,1
313,305,142,1
314,305,213,1
315,305,164,1
316,305,574,1
317,307,511,1
318,307,658,1
319,307,80,1
320,307,297,1
321,307,497,1
322,317,244,1
323,317,251,1
324,320,315,1
325,320,685,1
326,320,472,1
327,320,311,1
328,320,534,1
329,320,497,1
330,320,519,1
331,320,510,1
332,320,690,1
333,320,629,1
334,320,74,1
335,320,97,1
336,320,563,1
337,320,639,1
338,320,57,1
339,320,571,1
340,320,139,1
341,320,195,1
342,320,687,1
343,320,615,1
344,323,101,1
345,323,384,1
346,323,99,1
347,330,510,1
348,343,251,1
349,343,69,1
350,343,249,1
351,344,139,1
352,354,8,1
353,354,543,1
354,354,359,1
355,354,442,1
356,358,563,1
357,358,479,1
358,358,658,1
359,358,307,1
360,359,8,1
361,359,340,1
362,359,416,1
363,361,410,1
364,361,595,1
365,361,694,1
366,361,49,1
367,361,244,1
368,362,82,1
369,362,518,1
370,362,578,1
371,362,516,1
372,362,70,1
373,362,455,1
374,362,1,1
375,362,171,1
376,365,374,1
377,366,190,1
378,374,211,1
379,374,571,1
380,374,365,1
381,374,660,1
382,374,160,1
383,374,517,1
384,374,245,1
385,374,427,1
386,374,421,1
387,374,115,1
388,374,654,1
389,374,50,1
390,376,654,1
391,383,124,1
392,383,416,1
393,383,239,1
394,383,665,1
395,383,336,1
396,383,601,1
397,383,8,1
398,383,300,1
399,383,543,1
400,383,699,1
401,383,591,1
402,384,323,1
403,384,99,1
404,391,251,1
405,410,361,1
406,410,154,1
407,411,76,1
408,412,50,1
409,412,159,1
410,412,431,1
411,412,245,1
412,420,688,1
413,420,13,1
414,421,340,1
415,421,700,1
416,421,654,1
417,421,374,1
418,421,13,1
419,421,613,1
420,421,384,1
421,422,452,1
422,423,207,1
423,423,62,1
424,423,103,1
425,423,451,1
426,423,353,1
427,423,440,1
428,423,171,1
429,423,689,1
430,425,101,1
431,425,68,1
432,427,97,1
433,427,374,1
434,431,97,1
435,431,571,1
436,431,588,1
437,431,50,1
438,431,13,1
439,431,412,1
440,431,160,1
441,432,262,1
442,432,665,1
443,432,699,1
444,438,555,1
445,439,699,1
446,439,8,1
447,442,340,1
448,442,8,1
449,442,354,1
450,442,416,1
451,454,696,1
452,454,67,1
453,454,488,1
454,454,127,1
455,454,683,1
456,454,685,1
457,457,152,1
458,457,86,1
459,467,245,1
460,474,587,1
461,474,483,1
462,479,307,1
463,479,62,1
464,479,703,1
465,479,81,1
466,479,305,1
467,479,80,1
468,479,171,1
469,479,455,1
470,479,451,1
471,479,689,1
472,479,574,1
473,479,353,1
474,479,518,1
475,479,636,1
476,479,149,1
477,479,658,1
478,479,141,1
479,479,103,1
480,479,497,1
481,479,209,1
482,479,153,1
483,493,296,1
484,493,267,1
485,493,291,1
486,493,111,1
487,493,688,1
488,494,317,1
489,494,111,1
490,498,65,1
491,498,700,1
492,498,438,1
493,498,481,1
494,498,190,1
495,502,685,1
496,509,510,1
497,509,101,1
498,510,509,1
499,510,320,1
500,510,226,1
501,510,483,1
502,512,511,1
503,512,519,1
504,512,297,1
505,512,402,1
506,512,57,1
507,512,563,1
508,512,497,1
509,512,579,1
510,512,195,1
511,512,602,1
512,521,251,1
513,521,654,1
514,527,681,1
515,527,8,1
516,527,642,1
517,527,70,1
518,527,227,1
519,527,84,1
520,527,624,1
521,527,477,1
522,527,81,1
523,527,221,1
524,527,62,1
525,527,541,1
526,527,11,1
527,527,416,1
528,527,171,1
529,527,164,1
530,533,606,1
531,534,320,1
532,534,177,1
533,534,472,1
534,534,649,1
535,534,687,1
536,535,606,1
537,535,112,1
538,535,178,1
539,537,604,1
540,545,88,1
541,545,320,1
542,555,702,1
543,555,498,1
544,563,177,1
545,563,153,1
546,563,483,1
547,563,564,1
548,563,511,1
549,563,402,1
550,563,658,1
551,563,519,1
552,563,240,1
553,563,297,1
554,564,563,1
555,564,497,1
556,564,153,1
557,564,658,1
558,569,238,1
559,569,587,1
560,569,690,1
561,569,688,1
562,571,431,1
563,571,320,1
564,571,65,1
565,571,198,1
566,571,57,1
567,571,493,1
568,571,654,1
569,571,702,1
570,578,227,1
571,578,518,1
572,578,353,1
573,578,642,1
574,578,11,1
575,578,164,1
576,578,636,1
577,578,541,1
578,578,70,1
579,578,221,1
580,578,624,1
581,578,362,1
582,578,527,1
583,580,625,1
584,587,402,1
585,587,690,1
586,587,483,1
587,587,569,1
588,588,251,1
589,588,366,1
590,588,630,1
591,588,71,1
592,588,286,1
593,588,431,1
594,588,160,1
595,588,374,1
596,588,229,1
597,588,614,1
598,588,528,1
599,588,571,1
600,590,690,1
601,590,49,1
602,590,353,1
603,590,325,1
604,600,139,1
605,600,38,1
606,600,615,1
607,600,74,1
608,601,124,1
609,601,42,1
610,601,215,1
611,601,300,1
612,601,383,1
613,601,591,1
614,601,24,1
615,601,336,1
616,602,74,1
617,602,57,1
618,602,320,1
619,604,352,1
620,604,154,1
621,604,622,1
622,604,614,1
623,606,134,1
624,606,415,1
625,606,112,1
626,606,533,1
627,606,623,1
628,606,17,1
629,606,420,1
630,606,39,1
631,613,421,1
632,614,604,1
633,614,340,1
634,614,97,1
635,614,251,1
636,615,74,1
637,615,139,1
638,615,38,1
639,615,320,1
640,623,65,1
641,623,535,1
642,623,146,1
643,629,545,1
644,629,483,1
645,629,320,1
646,629,226,1
647,639,320,1
648,639,512,1
649,644,231,1
650,644,49,1
651,646,97,1
652,647,213,1
653,647,385,1
654,647,141,1
655,647,353,1
656,647,402,1
657,647,334,1
658,647,305,1
659,647,497,1
660,647,458,1
661,647,83,1
662,647,368,1
663,647,548,1
664,649,173,1
665,649,687,1
666,649,57,1
667,649,320,1
668,649,177,1
669,654,291,1
670,654,374,1
671,654,97,1
672,654,656,1
673,654,1,1
674,654,588,1
675,654,11,1
676,654,296,1
677,654,325,1
678,654,421,1
679,656,501,1
680,656,348,1
681,658,80,1
682,658,358,1
683,658,153,1
684,658,563,1
685,658,579,1
686,660,374,1
687,666,284,1
688,668,498,1
689,671,573,1
690,671,101,1
691,682,49,1
692,682,231,1
693,683,299,1
694,683,581,1
695,683,488,1
696,683,585,1
697,683,517,1
698,683,685,1
699,683,127,1
700,683,374,1
701,683,696,1
702,685,512,1
703,685,320,1
704,685,488,1
705,685,311,1
706,685,502,1
707,685,39,1
708,685,445,1
709,685,435,1
710,685,683,1
711,685,139,1
712,685,454,1
713,688,134,1
714,688,493,1
715,688,654,1
716,688,569,1
717,689,608,1
718,689,385,1
719,689,153,1
720,689,451,1
721,689,95,1
722,689,504,1
723,689,497,1
724,689,579,1
725,689,647,1
726,689,703,1
727,689,353,1
728,689,1,1
729,689,574,1
730,689,636,1
731,689,334,1
732,689,213,1
733,689,548,1
734,689,642,1
735,689,297,1
736,689,458,1
737,689,455,1
738,689,681,1
739,689,37,1
740,689,402,1
741,689,11,1
742,689,141,1
743,689,368,1
744,689,443,1
745,690,320,1
746,690,15,1
747,690,483,1
748,690,569,1
749,690,587,1
750,690,451,1
751,690,238,1
752,700,498,1
753,701,636,1
754,702,571,1
755,13,371,0
756,13,499,0
757,13,215,0
758,13,53,0
759,13,238,0
760,13,63,0
761,14,436,0
762,14,437,0
763,14,415,0
764,14,564,0
765,14,401,0
766,14,5,0
767,14,653,0
768,14,152,0
769,14,701,0
770,14,700,0
771,14,90,0
772,14,370,0
773,14,194,0
774,14,422,0
775,14,465,0
776,14,515,0
777,14,175,0
778,14,238,0
779,14,506,0
780,14,162,0
781,14,672,0
782,14,184,0
783,14,691,0
784,14,310,0
785,15,635,0
786,17,656,0
787,37,198,0
788,37,431,0
789,37,439,0
790,37,355,0
791,37,313,0
792,37,109,0
793,37,19,0
794,37,551,0
795,37,477,0
796,37,151,0
797,37,199,0
798,37,658,0
799,37,630,0
800,37,157,0
801,37,483,0
802,37,75,0
803,37,321,0
804,37,77,0
805,37,132,0
806,37,690,0
807,37,454,0
808,37,485,0
809,37,629,0
810,37,185,0
811,37,424,0
812,37,195,0
813,37,446,0
814,37,258,0
815,37,618,0
816,37,442,0
817,37,148,0
818,38,454,0
819,38,165,0
820,38,590,0
821,38,175,0
822,39,401,0
823,39,270,0
824,48,178,0
825,48,239,0
826,48,98,0
827,48,196,0
828,48,14,0
829,48,346,0
830,48,623,0
831,48,22,0
832,48,400,0
833,48,588,0
834,48,168,0
835,48,699,0
836,49,499,0
837,49,210,0
838,49,140,0
839,49,254,0
840,49,546,0
841,49,382,0
842,49,471,0
843,49,211,0
844,50,106,0
845,50,350,0
846,50,632,0
847,57,266,0
848,57,578,0
849,57,527,0
850,57,396,0
851,57,226,0
852,57,334,0
853,57,133,0
854,57,267,0
855,57,689,0
856,57,65,0
857,65,51,0
858,65,247,0
859,65,499,0
860,65,574,0
861,65,18,0
862,65,625,0
863,65,570,0
864,65,163,0
865,69,109,0
866,69,617,0
867,69,457,0
868,69,147,0
869,71,390,0
870,71,418,0
871,71,702,0
872,74,27,0
873,74,500,0
874,74,480,0
875,74,37,0
876,74,386,0
877,80,281,0
878,80,538,0
879,97,634,0
880,97,464,0
881,97,632,0
882,97,321,0
883,97,27,0
884,97,112,0
885,97,188,0
886,97,240,0
887,97,326,0
888,97,609,0
889,97,302,0
890,99,615,0
891,99,415,0
892,101,518,0
893,101,696,0
894,101,484,0
895,101,476,0
896,101,515,0
897,101,8,0
898,111,644,0
899,111,169,0
900,111,550,0
901,111,190,0
902,112,558,0
903,112,231,0
904,117,315,0
905,119,99,0
906,127,244,0
907,127,460,0
908,128,472,0
909,134,202,0
910,134,338,0
911,134,620,0
912,139,138,0
913,139,631,0
914,139,64,0
915,139,640,0
916,140,145,0
917,140,667,0
918,141,68,0
919,141,569,0
920,141,196,0
921,141,294,0
922,141,202,0
923,141,255,0
924,141,351,0
925,141,364,0
926,141,483,0
927,141,286,0
928,141,605,0
929,141,222,0
930,141,87,0
931,141,432,0
932,141,268,0
933,141,538,0
934,141,338,0
935,141,403,0
936,141,465,0
937,141,388,0
938,141,4,0
939,141,663,0
940,141,660,0
941,141,396,0
942,146,168,0
943,146,277,0
944,147,586,0
945,152,436,0
946,154,494,0
947,154,232,0
948,154,329,0
949,154,319,0
950,154,379,0
951,159,85,0
952,160,90,0
953,160,295,0
954,160,486,0
955,160,610,0
956,177,626,0
957,177,319,0
958,177,309,0
959,177,466,0
960,177,624,0
961,177,282,0
962,177,29,0
963,177,71,0
964,178,219,0
965,178,184,0
966,178,431,0
967,178,442,0
968,188,165,0
969,190,241,0
970,190,219,0
971,195,607,0
972,195,5,0
973,195,338,0
974,213,345,0
975,213,494,0
976,213,321,0
977,213,130,0
978,213,363,0
979,213,355,0
980,213,226,0
981,213,124,0
982,213,595,0
983,213,416,0
984,213,18,0
985,213,417,0
986,213,277,0
987,213,559,0
988,213,480,0
989,213,35,0
990,213,489,0
991,213,107,0
992,213,517,0
993,213,330,0
994,213,616,0
995,213,503,0
996,213,232,0
997,213,155,0
998,226,693,0
999,226,199,0
1000,226,175,0
1001,229,414,0
1002,229,311,0
1003,229,412,0
1004,229,468,0
1005,231,31,0
1006,231,169,0
1007,231,140,0
1008,231,505,0
1009,231,215,0
1010,231,403,0
1011,231,606,0
1012,238,56,0
1013,238,677,0
1014,238,645,0
1015,239,532,0
1016,239,612,0
1017,239,11,0
1018,239,36,0
1019,239,578,0
1020,239,583,0
1021,239,522,0
1022,239,525,0
1023,244,213,0
1024,244,480,0
1025,244,644,0
1026,244,641,0
1027,249,358,0
1028,249,595,0
1029,251,296,0
1030,251,258,0
1031,251,555,0
1032,251,132,0
1033,251,320,0
1034,251,104,0
1035,251,306,0
1036,251,375,0
1037,267,649,0
1038,267,232,0
1039,284,103,0
1040,291,230,0
1041,291,322,0
1042,291,539,0
1043,291,215,0
1044,296,325,0
1045,296,574,0
1046,296,115,0
1047,296,668,0
1048,305,581,0
1049,305,587,0
1050,305,191,0
1051,305,240,0
1052,305,2,0
1053,305,77,0
1054,305,383,0
1055,305,225,0
1056,305,114,0
1057,305,10,0
1058,305,252,0
1059,305,112,0
1060,305,596,0
1061,305,166,0
1062,305,496,0
1063,305,386,0
1064,305,575,0
1065,305,412,0
1066,305,517,0
1067,305,324,0
1068,305,87,0
1069,305,337,0
1070,305,648,0
1071,305,367,0
1072,307,27,0
1073,307,591,0
1074,307,593,0
1075,307,529,0
1076,307,233,0
1077,317,432,0
1078,317,269,0
1079,320,223,0
1080,320,86,0
1081,320,169,0
1082,320,359,0
1083,320,324,0
1084,320,79,0
1085,320,175,0
1086,320,583,0
1087,320,616,0
1088,320,242,0
1089,320,279,0
1090,320,611,0
1091,320,327,0
1092,320,624,0
1093,320,294,0
1094,320,100,0
1095,320,596,0
1096,320,366,0
1097,320,59,0
1098,320,517,0
1099,323,517,0
1100,323,547,0
1101,323,535,0
1102,330,502,0
1103,343,145,0
1104,343,28,0
1105,343,60,0
1106,344,6,0
1107,354,297,0
1108,354,1,0
1109,354,66,0
1110,354,49,0
1111,358,13,0
1112,358,34,0
1113,358,349,0
1114,358,693,0
1115,359,637,0
1116,359,463,0
1117,359,351,0
1118,361,104,0
1119,361,32,0
1120,361,514,0
1121,361,107,0
1122,361,130,0
1123,362,367,0
1124,362,648,0
1125,362,39,0
1126,362,550,0
1127,362,667,0
1128,362,213,0
1129,362,11,0
1130,362,197,0
1131,365,550,0
1132,366,154,0
1133,374,52,0
1134,374,557,0
1135,374,369,0
1136,374,582,0
1137,374,69,0
1138,374,400,0
1139,374,662,0
1140,374,525,0
1141,374,240,0
1142,374,336,0
1143,374,234,0
1144,374,42,0
1145,376,24,0
1146,383,140,0
1147,383,516,0
1148,383,386,0
1149,383,287,0
1150,383,267,0
1151,383,173,0
1152,383,307,0
1153,383,575,0
1154,383,298,0
1155,383,145,0
1156,383,53,0
1157,384,616,0
1158,384,131,0
1159,391,50,0
1160,410,344,0
1161,410,57,0
1162,411,636,0
1163,412,249,0
1164,412,574,0
1165,412,0,0
1166,412,150,0
1167,420,283,0
1168,420,509,0
1169,421,354,0
1170,421,442,0
1171,421,648,0
1172,421,263,0
1173,421,173,0
1174,421,564,0
1175,421,402,0
1176,422,21,0
1177,423,152,0
1178,423,316,0
1179,423,610,0
1180,423,239,0
1181,423,402,0
1182,423,465,0
1183,423,591,0
1184,423,459,0
1185,425,363,0
1186,425,330,0
1187,427,30,0
1188,427,3,0
1189,431,122,0
1190,431,205,0
1191,431,111,0
1192,431,77,0
1193,431,248,0
1194,431,362,0
1195,431,440,0
1196,432,703,0
1197,432,117,0
1198,432,64,0
1199,438,191,0
1200,439,539,0
1201,439,267,0
1202,442,205,0
1203,442,507,0
1204,442,466,0
1205,442,211,0
1206,454,434,0
1207,454,145,0
1208,454,186,0
1209,454,351,0
1210,454,386,0
1211,454,114,0
1212,457,288,0
1213,457,373,0
1214,467,89,0
1215,474,364,0
1216,474,346,0
1217,479,537,0
1218,479,151,0
1219,479,175,0
1220,479,383,0
1221,479,599,0
1222,479,337,0
1223,479,475,0
1224,479,390,0
1225,479,18,0
1226,479,289,0
1227,479,452,0
1228,479,640,0
1229,479,428,0
1230,479,137,0
1231,479,107,0
1232,479,249,0
1233,479,187,0
1234,479,208,0
1235,479,396,0
1236,479,503,0
1237,479,538,0
1238,493,680,0
1239,493,418,0
1240,493,309,0
1241,493,515,0
1242,493,232,0
1243,494,49,0
1244,494,441,0
1245,498,372,0
1246,498,477,0
1247,498,374,0
1248,498,174,0
1249,498,666,0
1250,502,215,0
1251,509,65,0
1252,509,437,0
1253,510,678,0
1254,510,472,0
1255,510,58,0
1256,510,664,0
1257,512,491,0
1258,512,414,0
1259,512,413,0
1260,512,208,0
1261,512,488,0
1262,512,431,0
1263,512,171,0
1264,512,99,0
1265,512,278,0
1266,512,257,0
1267,521,671,0
1268,521,88,0
1269,527,661,0
1270,527,233,0
1271,527,588,0
1272,527,398,0
1273,527,169,0
1274,527,598,0
1275,527,403,0
1276,527,330,0
1277,527,304,0
1278,527,230,0
1279,527,126,0
1280,527,611,0
1281,527,375,0
1282,527,265,0
1283,527,147,0
1284,527,180,0
1285,533,596,0
1286,534,408,0
1287,534,209,0
1288,534,171,0
1289,534,214,0
1290,534,204,0
1291,535,507,0
1292,535,410,0
1293,535,560,0
1294,537,567,0
1295,545,212,0
1296,545,386,0
1297,555,272,0
1298,555,390,0
1299,563,156,0
1300,563,113,0
1301,563,558,0
1302,563,89,0
1303,563,626,0
1304,563,188,0
1305,563,351,0
1306,563,279,0
1307,563,59,0
1308,563,93,0
1309,564,507,0
1310,564,601,0
1311,564,639,0
1312,564,314,0
1313,569,672,0
1314,569,196,0
1315,569,175,0
1316,569,103,0
1317,571,582,0
1318,571,459,0
1319,571,270,0
1320,571,339,0
1321,571,300,0
1322,571,209,0
1323,571,628,0
1324,571,577,0
1325,578,483,0
1326,578,89,0
1327,578,635,0
1328,578,510,0
1329,578,568,0
1330,578,59,0
1331,578,393,0
1332,578,593,0
1333,578,504,0
1334,578,85,0
1335,578,19,0
1336,578,697,0
1337,578,689,0
1338,580,154,0
1339,587,667,0
1340,587,75,0
1341,587,537,0
1342,587,600,0
1343,588,248,0
1344,588,578,0
1345,588,482,0
1346,588,151,0
1347,588,152,0
1348,588,135,0
1349,588,524,0
1350,588,294,0
1351,588,492,0
1352,588,326,0
1353,588,85,0
1354,588,507,0
1355,590,208,0
1356,590,126,0
1357,590,217,0
1358,590,686,0
1359,600,484,0
1360,600,217,0
1361,600,309,0
1362,600,436,0
1363,601,306,0
1364,601,22,0
1365,601,636,0
1366,601,638,0
1367,601,347,0
1368,601,381,0
1369,601,253,0
1370,601,647,0
1371,602,147,0
1372,602,505,0
1373,602,589,0
1374,604,145,0
1375,604,628,0
1376,604,241,0
1377,604,489,0
1378,606,210,0
1379,606,674,0
1380,606,550,0
1381,606,352,0
1382,606,692,0
1383,606,253,0
1384,606,629,0
1385,606,641,0
1386,613,183,0
1387,614,528,0
1388,614,509,0
1389,614,435,0
1390,614,141,0
1391,615,287,0
1392,615,230,0
1393,615,112,0
1394,615,368,0
1395,623,573,0
1396,623,321,0
1397,623,120,0
1398,629,86,0
1399,629,618,0
1400,629,225,0
1401,629,663,0
1402,639,401,0
1403,639,99,0
1404,644,176,0
1405,644,232,0
1406,646,583,0
1407,647,523,0
1408,647,34,0
1409,647,176,0
1410,647,658,0
1411,647,328,0
1412,647,425,0
1413,647,589,0
1414,647,126,0
1415,647,504,0
1416,647,342,0
1417,647,376,0
1418,647,428,0
1419,649,556,0
1420,649,668,0
1421,649,53,0
1422,649,465,0
1423,649,458,0
1424,654,498,0
1425,654,509,0
1426,654,410,0
1427,654,327,0
1428,654,362,0
1429,654,276,0
1430,654,75,0
1431,654,684,0
1432,654,474,0
1433,654,547,0
1434,656,9,0
1435,656,441,0
1436,658,290,0
1437,658,132,0
1438,658,234,0
1439,658,193,0
1440,658,343,0
1441,660,461,0
1442,666,465,0
1443,668,663,0
1444,671,77,0
1445,671,161,0
1446,682,64,0
1447,682,462,0
1448,683,559,0
1449,683,121,0
1450,683,537,0
1451,683,403,0
1452,683,681,0
1453,683,382,0
1454,683,154,0
1455,683,442,0
1456,683,282,0
1457,685,124,0
1458,685,121,0
1459,685,607,0
1460,685,156,0
1461,685,44,0
1462,685,26,0
1463,685,331,0
1464,685,671,0
1465,685,688,0
1466,685,388,0
1467,685,681,0
1468,688,68,0
1469,688,682,0
1470,688,300,0
1471,688,219,0
1472,689,12,0
1473,689,500,0
1474,689,447,0
1475,689,407,0
1476,689,365,0
1477,689,472,0
1478,689,473,0
1479,689,552,0
1480,689,273,0
1481,689,154,0
1482,689,520,0
1483,689,555,0
1484,689,584,0
1485,689,474,0
1486,689,180,0
1487,689,466,0
1488,689,52,0
1489,689,573,0
1490,689,199,0
1491,689,503,0
1492,689,45,0
1493,689,314,0
1494,689,677,0
1495,689,591,0
1496,689,122,0
1497,689,658,0
1498,689,292,0
1499,689,391,0
1500,690,181,0
1501,690,30,0
1502,690,580,0
1503,690,541,0
1504,690,553,0
1505,690,600,0
1506,690,167,0
1507,700,690,0
1508,701,202,0
1509,702,48,0
